doc_id,Title,Abstract,Year
35133177,Rapid increase in Omicron infections in England during December 2021: REACT-1 study.,"The unprecedented rise in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections during December 2021 was concurrent with rapid spread of the Omicron variant in England and globally. We analyzed the prevalence of SARS-CoV-2 and its dynamics in England from the end of November to mid-December 2021 among almost 100,000 participants in the REACT-1 study. Prevalence was high with rapid growth nationally and particularly in London during December 2021, with an increasing proportion of infections due to Omicron. We observed large decreases in swab positivity among mostly vaccinated older children (12 to 17 years) relative to unvaccinated younger children (5 to 11 years), and in adults who received a third (booster) vaccine dose versus two doses. Our results reinforce the importance of vaccination and booster campaigns, although additional measures have been needed to control the rapid growth of the Omicron variant.",2022
35133176,Structures of the Omicron spike trimer with ACE2 and an anti-Omicron antibody.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Omicron variant has become the dominant infective strain. We report the structures of the Omicron spike trimer on its own and in complex with angiotensin-converting enzyme 2 (ACE2) or an anti-Omicron antibody. Most Omicron mutations are located on the surface of the spike protein and change binding epitopes to many current antibodies. In the ACE2-binding site, compensating mutations strengthen receptor binding domain (RBD) binding to ACE2. Both the RBD and the apo form of the Omicron spike trimer are thermodynamically unstable. An unusual RBD-RBD interaction in the ACE2-spike complex supports the open conformation and further reinforces ACE2 binding to the spike trimer. A broad-spectrum therapeutic antibody, JMB2002, which has completed a phase 1 clinical trial, maintains neutralizing activity against Omicron. JMB2002 binds to RBD differently from other characterized antibodies and inhibits ACE2 binding.",2022
35113702,"New Omicron begins to take over, despite late start.",[Figure: see text].,2022
35113690,Lethal mutagenesis as an antiviral strategy.,[Figure: see text].,2022
35084967,"After Omicron, some scientists foresee 'a period of quiet'.",[Figure: see text].,2022
35084966,"Vaccines may cause rare, Long Covid-like symptoms.",[Figure: see text].,2022
35084938,Indirect protection of children from SARS-CoV-2 infection through parental vaccination.,"Children not vaccinated against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) may still benefit from vaccines through protection from vaccinated contacts. We estimated the protection provided to children through parental vaccination with the BNT162b2 vaccine. We studied households without prior infection consisting of two parents and unvaccinated children, estimating the effect of parental vaccination on the risk of infection for unvaccinated children. We studied two periods separately-an early period (17 January 2021 to 28 March 2021; Alpha variant, two doses versus no vaccination) and a late period (11 July 2021 to 30 September 2021; Delta variant, booster dose versus two vaccine doses). We found that having a single vaccinated parent was associated with a 26.0 and a 20.8% decreased risk in the early and late periods, respectively, and having two vaccinated parents was associated with a 71.7 and a 58.1% decreased risk, respectively. Thus, parental vaccination confers substantial protection on unvaccinated children in the household.",2022
35084937,Vaccination with BNT162b2 reduces transmission of SARS-CoV-2 to household contacts in Israel.,"The effectiveness of vaccines against COVID-19 on the individual level is well established. However, few studies have examined vaccine effectiveness against transmission. We used a chain binomial model to estimate the effectiveness of vaccination with BNT162b2 [Pfizer-BioNTech messenger RNA (mRNA)-based vaccine] against household transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in Israel before and after emergence of the B.1.617.2 (Delta) variant. Vaccination reduced susceptibility to infection by 89.4% [95% confidence interval (CI): 88.7 to 90.0%], whereas vaccine effectiveness against infectiousness given infection was 23.0% (95% CI: -11.3 to 46.7%) during days 10 to 90 after the second dose, before 1 June 2021. Total vaccine effectiveness was 91.8% (95% CI: 88.1 to 94.3%). However, vaccine effectiveness is reduced over time as a result of the combined effect of waning of immunity and emergence of the Delta variant.",2022
35076281,SARS-CoV-2 Beta variant infection elicits potent lineage-specific and cross-reactive antibodies.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Beta variant of concern (VOC) resists neutralization by major classes of antibodies from COVID-19 patients and vaccinated individuals. In this study, serum of Beta-infected patients revealed reduced cross-neutralization of wild-type virus. From these patients, we isolated Beta-specific and cross-reactive receptor-binding domain (RBD) antibodies. The Beta-specificity results from recruitment of VOC-specific clonotypes and accommodation of mutations present in Beta and Omicron into a major antibody class that is normally sensitive to these mutations. The Beta-elicited cross-reactive antibodies share genetic and structural features with wild type-elicited antibodies, including a public VH1-58 clonotype that targets the RBD ridge. These findings advance our understanding of the antibody response to SARS-CoV-2 shaped by antigenic drift, with implications for design of next-generation vaccines and therapeutics.",2022
35076256,Structural basis of SARS-CoV-2 Omicron immune evasion and receptor engagement.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Omicron variant of concern evades antibody-mediated immunity that comes from vaccination or infection with earlier variants due to accumulation of numerous spike mutations. To understand the Omicron antigenic shift, we determined cryo-electron microscopy and x-ray crystal structures of the spike protein and the receptor-binding domain bound to the broadly neutralizing sarbecovirus monoclonal antibody (mAb) S309 (the parent mAb of sotrovimab) and to the human ACE2 receptor. We provide a blueprint for understanding the marked reduction of binding of other therapeutic mAbs that leads to dampened neutralizing activity. Remodeling of interactions between the Omicron receptor-binding domain and human ACE2 likely explains the enhanced affinity for the host receptor relative to the ancestral virus.",2022
35050665,Studies reveal dangers of SARS-CoV-2 infection in pregnancy.,"Vaccination helps prevent stillbirths, critical care.",2022
35050660,Nervous system consequences of COVID-19.,Neurological symptoms highlight the need to understand pathophysiologic mechanisms.,2022
35050643,SARS-CoV-2 Omicron variant: Antibody evasion and cryo-EM structure of spike protein-ACE2 complex.,"The newly reported Omicron variant is poised to replace Delta as the most prevalent SARS-CoV-2 variant across the world. Cryo-EM structural analysis of the Omicron variant spike protein in complex with human ACE2 reveals new salt bridges and hydrogen bonds formed by mutated residues R493, S496 and R498 in the RBD with ACE2. These interactions appear to compensate for other Omicron mutations such as K417N known to reduce ACE2 binding affinity, resulting in similar biochemical ACE2 binding affinities for Delta and Omicron variants. Neutralization assays show that pseudoviruses displaying the Omicron spike protein exhibit increased antibody evasion. The increase in antibody evasion, together with retention of strong interactions at the ACE2 interface, thus represent important molecular features that likely contribute to the rapid spread of the Omicron variant.",2022
35040668,It's not too late.,"As the Biden administration took office last January, with the pandemic peaking at more than 130,000 COVID-19 hospitalizations in the United States, there were high hopes for a new plan of ""sticking to the science"" and expectations that public health policies, communication, and trust would return to levels not seen for many years. That didn't happen. Why?",2022
35040667,Neutralization of SARS-CoV-2 Omicron by BNT162b2 mRNA vaccine-elicited human sera.,"The globally circulating severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variant of concern Omicron (B.1.1.529) has a large number of mutations, especially in the spike protein, indicating that recognition by neutralizing antibodies may be compromised. We tested Wuhan (Wuhan-Hu-1 reference strain), Beta (B.1.351), Delta (B.1.617.2), or Omicron pseudoviruses with sera of 51 participants who received two or three doses of the messenger RNA (mRNA)-based COVID-19 vaccine BNT162b2. After two doses, Omicron-neutralizing titers were reduced >22-fold compared with Wuhan-neutralizing titers. One month after the third vaccine dose, Omicron-neutralizing titers were increased 23-fold relative to their levels after two doses and were similar to levels of Wuhan-neutralizing titers after two doses. The requirement of a third vaccine dose to effectively neutralize Omicron was confirmed with sera from a subset of participants using live SARS-CoV-2. These data suggest that three doses of the mRNA vaccine BNT162b2 may protect against Omicron-mediated COVID-19.",2022
34990216,COVID mortality in India: National survey data and health facility deaths.,"India’s national COVID death totals remain undetermined. Using an independent nationally representative survey of 0.14 million (M) adults, we compared COVID mortality during the 2020 and 2021 viral waves to expected all-cause mortality. COVID constituted 29% (95%CI 28-31%) of deaths from June 2020-July 2021, corresponding to 3.2M (3.1-3.4) deaths, of which 2.7M (2.6-2.9) occurred in April-July 2021 (when COVID doubled all-cause mortality). A sub-survey of 57,000 adults showed similar temporal increases in mortality with COVID and non-COVID deaths peaking similarly. Two government data sources found that, when compared to pre-pandemic periods, all-cause mortality was 27% (23-32%) higher in 0.2M health facilities and 26% (21-31%) higher in civil registration deaths in ten states; both increases occurred mostly in 2021. The analyses find that India’s cumulative COVID deaths by September 2021 were 6-7 times higher than reported officially.",2022
34990214,Antibody-mediated broad sarbecovirus neutralization through ACE2 molecular mimicry.,"Understanding broadly neutralizing sarbecovirus antibody responses is key to developing countermeasures against SARS-CoV-2 variants and future zoonotic sarbecoviruses. We describe the isolation and characterization of a human monoclonal antibody, designated S2K146, that broadly neutralizes viruses belonging to SARS-CoV- and SARS-CoV-2-related sarbecovirus clades which use ACE2 as an entry receptor. Structural and functional studies show that most of the virus residues that directly bind S2K146 are also involved in binding to ACE2. This allows the antibody to potently inhibit receptor attachment. S2K146 protects against SARS-CoV-2 Beta challenge in hamsters and viral passaging experiments reveal a high barrier for emergence of escape mutants, making it a good candidate for clinical development. The conserved ACE2-binding residues present a site of vulnerability that might be leveraged for developing vaccines eliciting broad sarbecovirus immunity.",2022
34941414,COVID-19 vaccine breakthrough infections.,Vaccine efficacy wanes over time but can be fully restored with a booster dose.,2021
34941409,A new tool to probe SARS-CoV-2 variants.,Virus-like particles offer a new way to investigate genetic variation in SARS-CoV-2.,2021
34941393,It's not as easy as it looks.,"Amid the many miscommunications and misunderstandings about how to respond to the COVID-19 pandemic, scientists have been called on to do a better job of explaining their work to the public. In the United States, John Holdren, former science adviser to President Obama, has gone so far as to call for every scientist to become a trained communicator in an army of ambassadors for the whole country. That all sounds good on the surface. But just what do we expect these scientific emissaries to accomplish? Is it education? Is it advocacy? Is it changing behaviors?",2021
34941386,Dispatches from the front lines,A new film documents the fraught first days of the COVID-19 pandemic in New York City.,2021
34914520,COVID-19 impact on infant and adolescent vaccine supplies.,"Vaccine production is quadrupling rapidly, creating supply chain challenges.",2021
34855513,Impact of community masking on COVID-19: A cluster-randomized trial in Bangladesh.,We conducted a cluster-randomized trial to measure the effect of community-level mask distribution and promotion on symptomatic severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in rural Bangladesh from November 2020 to April 2021 (,2022
34855510,Heterologous infection and vaccination shapes immunity against SARS-CoV-2 variants.,"The impact of the initial severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infecting strain on downstream immunity to heterologous variants of concern (VOCs) is unknown. Studying a longitudinal healthcare worker cohort, we found that after three antigen exposures (infection plus two vaccine doses), S1 antibody, memory B cells, and heterologous neutralization of B.1.351, P.1, and B.1.617.2 plateaued, whereas B.1.1.7 neutralization and spike T cell responses increased. Serology using the Wuhan Hu-1 spike receptor binding domain poorly predicted neutralizing immunity against VOCs. Neutralization potency against VOCs changed with heterologous virus encounter and number of antigen exposures. Neutralization potency fell differentially depending on targeted VOCs over the 5 months from the second vaccine dose. Heterologous combinations of spike encountered during infection and vaccination shape subsequent cross-protection against VOC, with implications for future-proof next-generation vaccines.",2022
34855509,4'-Fluorouridine is an oral antiviral that blocks respiratory syncytial virus and SARS-CoV-2 replication.,"The COVID-19 pandemic has underscored the critical need for broad-spectrum therapeutics against respiratory viruses. Respiratory syncytial virus (RSV) is a major threat to pediatric patients and older adults. We describe 4′-fluorouridine (4′-FlU, EIDD-2749), a ribonucleoside analog that inhibits RSV, related RNA viruses, and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), with high selectivity index in cells and human airway epithelia organoids. Polymerase inhibition within in vitro RNA-dependent RNA polymerase assays established for RSV and SARS-CoV-2 revealed transcriptional stalling after incorporation. Once-daily oral treatment was highly efficacious at 5 milligrams per kilogram (mg/kg) in RSV-infected mice or 20 mg/kg in ferrets infected with different SARS-CoV-2 variants of concern, initiated 24 or 12 hours after infection, respectively. These properties define 4′-FlU as a broad-spectrum candidate for the treatment of RSV, SARS-CoV-2, and related RNA virus infections.",2022
34855508,Structural basis for continued antibody evasion by the SARS-CoV-2 receptor binding domain.,"Many studies have examined the impact of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants on neutralizing antibody activity after they have become dominant strains. Here, we evaluate the consequences of further viral evolution. We demonstrate mechanisms through which the SARS-CoV-2 receptor binding domain (RBD) can tolerate large numbers of simultaneous antibody escape mutations and show that pseudotypes containing up to seven mutations, as opposed to the one to three found in previously studied variants of concern, are more resistant to neutralization by therapeutic antibodies and serum from vaccine recipients. We identify an antibody that binds the RBD core to neutralize pseudotypes for all tested variants but show that the RBD can acquire an N-linked glycan to escape neutralization. Our findings portend continued emergence of escape variants as SARS-CoV-2 adapts to humans.",2022
34822289,Genetic ancestry effects on the response to viral infection are pervasive but cell type specific.,"Humans differ in their susceptibility to infectious disease, partly owing to variation in the immune response after infection. We used single-cell RNA sequencing to quantify variation in the response to influenza infection in peripheral blood mononuclear cells from European- and African-ancestry males. Genetic ancestry effects are common but highly cell type specific. Higher levels of European ancestry are associated with increased type I interferon pathway activity in early infection, which predicts reduced viral titers at later time points. Substantial population-associated variation is explained by cis",2021
34822275,Vax the world.,"Earlier this month, while the United Nations (UN) Climate Change Conference convened in Glasgow, countries also gathered at the Global Conference on Health and Climate Change to recognize the climate crisis as a global health crisis-a consequence of increased poverty, food and water insecurity, and infectious disease transmission, among other dangers. Unsurprisingly, both crises are worse in lower-income countries. These countries are also experiencing the greatest number of deaths and collateral damage from COVID-19.",2021
34822265,Dying cells fan the flames of inflammation.,"Inflammatory processes that recruit leukocytes to injured or infected tissues are crucial for tissue repair and the elimination of pathogens. However, excessive or chronic inflammation promotes tissue damage and disease, as in arthritis, atherosclerosis, inflammatory bowel disease, and COVID-19. Intracellular constituents released from dying cells are among the stimuli that trigger proinflammatory gene expression programs in innate immune cells. We explore how programmed cell death mechanisms—apoptosis, necroptosis, and pyroptosis—may contribute to inflammatory disease. We discuss inhibition of cell death as a potential therapeutic strategy, focusing on the targets RIPK1 (receptor interacting serine/threonine kinase 1), NLRP3 (NLR family pyrin domain containing 3), and GSDMD (gasdermin D) as important mediators of lytic cell death. We also consider the potential benefits of limiting membrane rupture rather than cell death by targeting NINJ1.",2021
34812653,Immune correlates analysis of the mRNA-1273 COVID-19 vaccine efficacy clinical trial.,"In the coronavirus efficacy (COVE) phase 3 clinical trial, vaccine recipients were assessed for neutralizing and binding antibodies as correlates of risk for COVID-19 disease and as correlates of protection. These immune markers were measured at the time of second vaccination and 4 weeks later, with values reported in standardized World Health Organization international units. All markers were inversely associated with COVID-19 risk and directly associated with vaccine efficacy. Vaccine recipients with postvaccination 50% neutralization titers 10, 100, and 1000 had estimated vaccine efficacies of 78% (95% confidence interval, 54 to 89%), 91% (87 to 94%), and 96% (94 to 98%), respectively. These results help define immune marker correlates of protection and may guide approval decisions for messenger RNA (mRNA) COVID-19 vaccines and other COVID-19 vaccines.",2022
34793208,Create a COVID-19 commission.,We need a definitive public reference for the history of events.,2021
34793207,COVID-19 vaccines for children.,"Earlier this month, the US Centers for Disease Control and Prevention (CDC) recommended Pfizer's COVID-19 messenger RNA (mRNA) vaccine for children between 5 and 11 years of age-that's 28 million children. Yet surveys show that 42 to 66% of parents of these children are reluctant or opposed to seeking this protection. Without vaccination, it is likely that almost everyone-including young children-will be infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) at some point in their lives. So, the question for parents and caregivers is: Which is worse, vaccination or natural infection?",2021
34793199,Dissecting the early COVID-19 cases in Wuhan.,Elucidating the origin of the pandemic requires understanding of the Wuhan outbreak.,2021
34762480,"Cash incentives, ethics, and COVID-19 vaccination.","We can pay people to vaccinate, but should we?.",2021
34762477,Self-inflicted wounds.,"It has been a rough couple of weeks for scientific public relations regarding COVID-19. Missteps by researchers and funding agencies around the origins of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) have provided fodder for conspiracy theorists, and caveats about the children's vaccine have provided more ammo for anti-vaxxers. None of these miscues say anything substantive about the science and the conclusion that the virus is almost certainly of zoonotic origin and that the vaccine is safe for children. But clumsy behavior is more eye-catching than the details of research, especially when scientists are so often held to unrealistic standards, expected to be both experts in their fields and skilled communicators.",2021
34751595,Molecular basis of immune evasion by the Delta and Kappa SARS-CoV-2 variants.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) transmission leads to the emergence of variants, including the B.1.617.2 (Delta) variant of concern that is causing a new wave of infections and has become globally dominant. We show that these variants dampen the in vitro potency of vaccine-elicited serum neutralizing antibodies and provide a structural framework for describing their immune evasion. Mutations in the B.1.617.1 (Kappa) and Delta spike glycoproteins abrogate recognition by several monoclonal antibodies via alteration of key antigenic sites, including remodeling of the Delta amino-terminal domain. The angiotensin-converting enzyme 2 binding affinities of the Kappa and Delta receptor binding domains are comparable to the Wuhan-Hu-1 isolate, whereas B.1.617.2+ (Delta+) exhibits markedly reduced affinity.",2021
34735261,SARS-CoV-2 vaccine protection and deaths among US veterans during 2021.,"We report severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine effectiveness against infection (VE-I) and death (VE-D) by vaccine type in 780,225 veterans in the Veterans Health Administration, covering 2.7% of the US population. From February to October 2021, VE-I declined for all vaccine types, and the decline was greatest for the Janssen vaccine, resulting in a VE-I of 13.1%. Although breakthrough infection increased risk of death, vaccination remained protective against death in persons who became infected during the Delta variant surge. From July to October 2021, VE-D for age <65 years was 73.0% for Janssen, 81.5% for Moderna, and 84.3% for Pfizer-BioNTech; VE-D for age ≥65 years was 52.2% for Janssen, 75.5% for Moderna, and 70.1% for Pfizer-BioNTech. Findings support continued efforts to increase vaccination, booster campaigns, and multiple additional layers of protection against infection.",2022
34735251,Children and COVID-19 in schools.,The benefits of in-person schooling with mitigations in place outweigh the risks of COVID-19 for children.,2021
34735221,A new lane for science.,A recent ,2021
34735219,Rapid assessment of SARS-CoV-2-evolved variants using virus-like particles.,"Efforts to determine why new severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants demonstrate improved fitness have been limited to analyzing mutations in the spike (S) protein with the use of S-pseudotyped particles. In this study, we show that SARS-CoV-2 virus-like particles (SC2-VLPs) can package and deliver exogenous transcripts, enabling analysis of mutations within all structural proteins and at multiple steps in the viral life cycle. In SC2-VLPs, four nucleocapsid (N) mutations found universally in more-transmissible variants independently increased messenger RNA delivery and expression ~10-fold, and in a reverse genetics model, the serine-202→arginine (S202R) and arginine-203→methionine (R203M) mutations each produced >50 times as much virus. SC2-VLPs provide a platform for rapid testing of viral variants outside of a biosafety level 3 setting and demonstrate N mutations and particle assembly to be mechanisms that could explain the increased spread of variants, including B.1.617.2 (Delta, which contains the R203M mutation).",2021
34726481,"Exponential growth, high prevalence of SARS-CoV-2, and vaccine effectiveness associated with the Delta variant.","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections were rising during early summer 2021 in many countries as a result of the Delta variant. We assessed reverse transcription polymerase chain reaction swab positivity in the Real-time Assessment of Community Transmission–1 (REACT-1) study in England. During June and July 2021, we observed sustained exponential growth with an average doubling time of 25 days, driven by complete replacement of the Alpha variant by Delta and by high prevalence at younger, less-vaccinated ages. Prevalence among unvaccinated people [1.21% (95% credible interval 1.03%, 1.41%)] was three times that among double-vaccinated people [0.40% (95% credible interval 0.34%, 0.48%)]. However, after adjusting for age and other variables, vaccine effectiveness for double-vaccinated people was estimated at between ~50% and ~60% during this period in England. Increased social mixing in the presence of Delta had the potential to generate sustained growth in infections, even at high levels of vaccination.",2021
34726479,An oral SARS-CoV-2 M,"The worldwide outbreak of COVID-19 caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has become a global pandemic. Alongside vaccines, antiviral therapeutics are an important part of the healthcare response to countering the ongoing threat presented by COVID-19. Here, we report the discovery and characterization of PF-07321332, an orally bioavailable SARS-CoV-2 main protease inhibitor with in vitro pan-human coronavirus antiviral activity and excellent off-target selectivity and in vivo safety profiles. PF-07321332 has demonstrated oral activity in a mouse-adapted SARS-CoV-2 model and has achieved oral plasma concentrations exceeding the in vitro antiviral cell potency in a phase 1 clinical trial in healthy human participants.",2021
34709914,Defective viral RNA sensing linked to severe COVID-19.,Genetic variation in a sensor of double-stranded RNA can exacerbate COVID-19.,2021
34698504,Membrane fusion and immune evasion by the spike protein of SARS-CoV-2 Delta variant.,"The Delta variant of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has outcompeted previously prevalent variants and become a dominant strain worldwide. We report the structure, function, and antigenicity of its full-length spike (S) trimer as well as those of the Gamma and Kappa variants, and compare their characteristics with the G614, Alpha, and Beta variants. Delta S can fuse membranes more efficiently at low levels of cellular receptor angiotensin converting enzyme 2 (ACE2), and its pseudotyped viruses infect target cells substantially faster than the other five variants, possibly accounting for its heightened transmissibility. Each variant shows different rearrangement of the antigenic surface of the amino-terminal domain of the S protein but only makes produces changes in the receptor binding domain (RBD), making the RBD a better target for therapeutic antibodies.",2021
34672761,Share vaccine know-how.,"Leaders of the world's major economies, representing 80% of the world's gross domestic product, will meet at the end of this month at the G20 meeting in Rome to address issues of global importance, including how to increase the worldwide supply of COVID-19 vaccines. How the world addresses the current state of vaccine inequity will affect how we meet future global disease challenges.",2021
34672751,A year of genomic surveillance reveals how the SARS-CoV-2 pandemic unfolded in Africa.,"The progression of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic in Africa has so far been heterogeneous, and the full impact is not yet well understood. In this study, we describe the genomic epidemiology using a dataset of 8746 genomes from 33 African countries and two overseas territories. We show that the epidemics in most countries were initiated by importations predominantly from Europe, which diminished after the early introduction of international travel restrictions. As the pandemic progressed, ongoing transmission in many countries and increasing mobility led to the emergence and spread within the continent of many variants of concern and interest, such as B.1.351, B.1.525, A.23.1, and C.1.1. Although distorted by low sampling numbers and blind spots, the findings highlight that Africa must not be left behind in the global pandemic response, otherwise it could become a source for new variants.",2021
34672728,Tackling the pandemic with (biased) data.,"Data are crucial for understanding and addressing the pandemic, but there are pitfalls.",2021
34672695,Protection against SARS-CoV-2 Beta variant in mRNA-1273 vaccine-boosted nonhuman primates.,"Neutralizing antibody responses gradually wane against several variants of concern (VOCs) after vaccination with the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine messenger RNA-1273 (mRNA-1273). We evaluated the immune responses in nonhuman primates that received a primary vaccination series of mRNA-1273 and were boosted about 6 months later with either homologous mRNA-1273 or heterologous mRNA-1273.β, which encompasses the spike sequence of the B.1.351 Beta variant. After boost, animals had increased neutralizing antibody responses across all VOCs, which was sustained for at least 8 weeks after boost. Nine weeks after boost, animals were challenged with the SARS-CoV-2 Beta variant. Viral replication was low to undetectable in bronchoalveolar lavage and significantly reduced in nasal swabs in all boosted animals, suggesting that booster vaccinations may be required to sustain immunity and protection.",2021
34648371,Replication and single-cycle delivery of SARS-CoV-2 replicons.,"Molecular virology tools are critical for basic studies of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and for developing new therapeutics. Experimental systems that do not rely on viruses capable of spread are needed for potential use in lower-containment settings. In this work, we use a yeast-based reverse genetics system to develop spike-deleted SARS-CoV-2 self-replicating RNAs. These noninfectious self-replicating RNAs, or replicons, can be trans-complemented with viral glycoproteins to generate replicon delivery particles for single-cycle delivery into a range of cell types. This SARS-CoV-2 replicon system represents a convenient and versatile platform for antiviral drug screening, neutralization assays, host factor validation, and viral variant characterization.",2021
34648354,Mapping the proteo-genomic convergence of human diseases.,"Characterization of the genetic regulation of proteins is essential for understanding disease etiology and developing therapies. We identified 10,674 genetic associations for 3892 plasma proteins to create a cis-anchored gene-protein-disease map of 1859 connections that highlights strong cross-disease biological convergence. This proteo-genomic map provides a framework to connect etiologically related diseases, to provide biological context for new or emerging disorders, and to integrate different biological domains to establish mechanisms for known gene-disease links. Our results identify proteo-genomic connections within and between diseases and establish the value of cis-protein variants for annotation of likely causal disease genes at loci identified in genome-wide association studies, thereby addressing a major barrier to experimental validation and clinical translation of genetic discoveries.",2021
34648303,"Genomic characterization and epidemiology of an emerging SARS-CoV-2 variant in Delhi, India.","Delhi, the national capital of India, experienced multiple severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) outbreaks in 2020 and reached population seropositivity of >50% by 2021. During April 2021, the city became overwhelmed by COVID-19 cases and fatalities, as a new variant, B.1.617.2 (Delta), replaced B.1.1.7 (Alpha). A Bayesian model explains the growth advantage of Delta through a combination of increased transmissibility and reduced sensitivity to immune responses generated against earlier variants (median estimates: 1.5-fold greater transmissibility and 20% reduction in sensitivity). Seropositivity of an employee and family cohort increased from 42% to 87.5% between March and July 2021, with 27% reinfections, as judged by increased antibody concentration after a previous decline. The likely high transmissibility and partial evasion of immunity by the Delta variant contributed to an overwhelming surge in Delhi.",2021
34648302,mRNA vaccines induce durable immune memory to SARS-CoV-2 and variants of concern.,"The durability of immune memory after severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) messenger RNA (mRNA) vaccination remains unclear. In this study, we longitudinally profiled vaccine responses in SARS-CoV-2–naïve and –recovered individuals for 6 months after vaccination. Antibodies declined from peak levels but remained detectable in most subjects at 6 months. By contrast, mRNA vaccines generated functional memory B cells that increased from 3 to 6 months postvaccination, with the majority of these cells cross-binding the Alpha, Beta, and Delta variants. mRNA vaccination further induced antigen-specific CD4",2021
34643114,"Preparing for ""Disease X"".","The past 30 years have exposed the global public health and economic threats posed by the emergence of infectious pathogens with epidemic and pandemic potential. Severe acute respiratory syndrome (SARS), middle east respiratory syndrome (MERS), influenza, Ebola, Marburg, Lassa, Nipah, Zika, and now SARS coronavirus 2 (SARS-CoV-2) each have been the ""Disease X"" of their time. The risk of future emergence is driven by multiple forces, including climate change, ecosystem changes, and increasing urbanization. The next Disease X could appear at any time, and the world needs to be better prepared.",2021
34618602,COVID-19 transmission dynamics underlying epidemic waves in Kenya.,"Policy decisions on COVID-19 interventions should be informed by a local, regional and national understanding of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) transmission. Epidemic waves may result when restrictions are lifted or poorly adhered to, variants with new phenotypic properties successfully invade, or infection spreads to susceptible subpopulations. Three COVID-19 epidemic waves have been observed in Kenya. Using a mechanistic mathematical model, we explain the first two distinct waves by differences in contact rates in high and low social-economic groups, and the third wave by the introduction of higher-transmissibility variants. Reopening schools led to a minor increase in transmission between the second and third waves. Socioeconomic and urban–rural population structure are critical determinants of viral transmission in Kenya.",2021
34618594,Monetary incentives increase COVID-19 vaccinations.,"The stalling of COVID-19 vaccination rates threatens public health. To increase vaccination rates, governments across the world are considering the use of monetary incentives. Here we present evidence about the effect of guaranteed payments on COVID-19 vaccination uptake. We ran a large preregistered randomized controlled trial (with 8286 participants) in Sweden and linked the data to population-wide administrative vaccination records. We found that modest monetary payments of 24 US dollars (200 Swedish kronor) increased vaccination rates by 4.2 percentage points (",2021
34591641,Time to unfriend Facebook?,"For the past 18 months, communicating the findings of science to the world has hit what sometimes seems like an all-time low. Nevermind the years of failure in convincing much of the public about climate change; the pandemic has revealed shocking ineptness by the scientific establishment at conveying messages about masks, vaccination, or the dangers of consuming horse drugs and aquarium cleaners—even in the face of a rising death toll from COVID-19. One puzzling element of this crisis is how social media has been skillfully exploited by antiscience forces. Given all of this, what is the right move for science communication as it relates to social media? Unfriend Facebook or beat it at its own game?",2021
34581622,A prenylated dsRNA sensor protects against severe COVID-19.,"Inherited genetic factors can influence the severity of COVID-19, but the molecular explanation underpinning a genetic association is often unclear. Intracellular antiviral defenses can inhibit the replication of viruses and reduce disease severity. To better understand the antiviral defenses relevant to COVID-19, we used interferon-stimulated gene (ISG) expression screening to reveal that 2′-5′-oligoadenylate synthetase 1 (OAS1), through ribonuclease L, potently inhibits severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). We show that a common splice-acceptor single-nucleotide polymorphism (Rs10774671) governs whether patients express prenylated OAS1 isoforms that are membrane-associated and sense-specific regions of SARS-CoV-2 RNAs or if they only express cytosolic, nonprenylated OAS1 that does not efficiently detect SARS-CoV-2. In hospitalized patients, expression of prenylated OAS1 was associated with protection from severe COVID-19, suggesting that this antiviral defense is a major component of a protective antiviral response.",2021
